occupancy_rate_at_booking,days_until_event,days_since_created,base_price,rule_based_multiplier,historical_adjustment,final_multiplier,purchase_price
0.14,60,10,1000,0.88,0.057,0.94,940.0
0.27,28,47,1000,1.0,0.019,1.02,1020.0
0.24,37,16,1000,0.97,0.118,1.09,1090.0
0.82,47,46,1000,1.46,0.024,1.48,1480.0
0.49,48,51,1000,1.18,-0.018,1.16,1160.0
0.71,15,38,1000,1.39,-0.03,1.36,1360.0
0.35,45,52,1000,1.06,0.053,1.11,1110.0
0.11,31,24,1000,0.86,0.028,0.89,890.0
0.19,2,27,1000,1.11,0.006,1.12,1120.0
0.85,58,16,1000,1.48,0.089,1.57,1570.0
0.5,9,12,1000,1.24,-0.012,1.22,1220.0
0.26,57,4,1000,0.98,0.061,1.04,1040.0
0.06,33,45,1000,0.82,0.113,0.93,930.0
0.62,10,83,1000,1.33,0.08,1.41,1410.0
0.16,39,79,1000,0.9,0.112,1.01,1010.0
0.25,10,25,1000,1.02,0.111,1.13,1130.0
0.17,54,84,1000,0.91,0.034,0.94,940.0
0.29,58,30,1000,1.01,0.055,1.06,1060.0
0.61,58,3,1000,1.28,-0.066,1.21,1210.0
0.31,13,73,1000,1.06,-0.05,1.01,1010.0
0.81,16,11,1000,1.47,-0.013,1.46,1460.0
0.19,38,19,1000,0.93,0.038,0.97,970.0
0.48,41,81,1000,1.17,0.054,1.23,1230.0
0.22,25,51,1000,0.96,0.011,0.97,970.0
0.33,40,52,1000,1.05,0.034,1.08,1080.0
0.17,21,66,1000,0.92,0.069,0.99,990.0
0.17,18,5,1000,0.93,0.009,0.94,940.0
0.11,28,30,1000,0.86,0.074,0.94,940.0
0.94,0,84,1000,2.15,0.106,2.26,2260.0
0.99,0,86,1000,2.19,0.107,2.3,2300.0
0.98,49,10,1000,1.59,0.034,1.63,1630.0
0.32,21,5,1000,1.05,0.005,1.05,1050.0
0.71,5,36,1000,1.45,0.028,1.48,1480.0
0.33,4,79,1000,1.15,-0.06,1.09,1090.0
0.21,45,47,1000,0.94,0.044,0.99,990.0
0.87,21,43,1000,1.52,0.041,1.56,1560.0
0.18,5,43,1000,1.0,0.008,1.01,1010.0
0.67,21,39,1000,1.35,0.004,1.35,1350.0
0.79,19,51,1000,1.45,0.086,1.54,1540.0
0.61,50,3,1000,1.28,-0.021,1.26,1260.0
0.05,14,41,1000,0.83,-0.04,0.79,790.0
0.1,45,6,1000,0.85,0.012,0.86,860.0
0.86,29,11,1000,1.5,-0.077,1.42,1420.0
0.46,14,41,1000,1.18,0.077,1.26,1260.0
0.7,37,84,1000,1.36,0.067,1.43,1430.0
0.1,4,86,1000,0.95,0.062,1.02,1020.0
0.62,52,22,1000,1.29,-0.068,1.22,1220.0
0.06,6,5,1000,0.89,-0.003,0.88,880.0
0.84,59,51,1000,1.47,-0.008,1.47,1470.0
0.7,15,24,1000,1.38,0.022,1.4,1400.0
0.88,15,21,1000,1.54,-0.047,1.49,1490.0
0.29,17,51,1000,1.03,-0.065,0.96,960.0
0.1,28,29,1000,0.86,0.07,0.93,930.0
0.2,47,57,1000,0.93,-0.017,0.92,920.0
0.6,56,70,1000,1.27,-0.052,1.22,1220.0
0.32,24,65,1000,1.05,-0.009,1.04,1040.0
0.34,56,4,1000,1.05,0.031,1.08,1080.0
0.52,42,85,1000,1.21,-0.066,1.14,1140.0
0.45,32,88,1000,1.15,-0.028,1.12,1120.0
0.3,50,15,1000,1.02,-0.071,0.95,950.0
0.81,13,72,1000,1.48,0.014,1.5,1500.0
0.68,15,74,1000,1.37,0.063,1.43,1430.0
0.98,36,55,1000,1.6,-0.05,1.55,1550.0
0.48,57,19,1000,1.17,-0.065,1.1,1100.0
0.65,22,64,1000,1.33,0.022,1.35,1350.0
0.86,14,56,1000,1.52,-0.072,1.45,1450.0
0.51,41,5,1000,1.2,0.071,1.27,1270.0
0.74,5,8,1000,1.48,-0.054,1.42,1420.0
0.95,39,76,1000,1.57,0.112,1.68,1680.0
0.52,7,70,1000,1.27,0.01,1.28,1280.0
0.73,9,79,1000,1.43,0.08,1.51,1510.0
0.07,24,59,1000,0.83,0.099,0.93,930.0
0.76,4,73,1000,1.52,-0.062,1.45,1450.0
0.83,58,86,1000,1.47,0.08,1.55,1550.0
0.25,46,13,1000,0.98,0.103,1.08,1080.0
0.9,60,71,1000,1.52,-0.07,1.45,1450.0
0.59,6,54,1000,1.34,0.023,1.36,1360.0
0.88,15,30,1000,1.54,-0.065,1.47,1470.0
0.34,2,16,1000,1.24,0.012,1.25,1250.0
0.83,44,57,1000,1.47,-0.075,1.39,1390.0
0.31,30,67,1000,1.03,-0.025,1.01,1010.0
0.97,24,49,1000,1.6,0.042,1.64,1640.0
0.93,27,1,1000,1.56,0.117,1.68,1680.0
0.6,36,68,1000,1.28,0.044,1.32,1320.0
0.84,52,35,1000,1.48,0.097,1.57,1570.0
0.62,5,44,1000,1.38,0.05,1.43,1430.0
0.66,15,24,1000,1.35,0.077,1.43,1430.0
0.54,46,51,1000,1.22,-0.076,1.15,1150.0
0.86,41,33,1000,1.5,-0.006,1.49,1490.0
0.98,30,63,1000,1.6,0.092,1.69,1690.0
0.69,4,89,1000,1.46,-0.059,1.4,1400.0
0.27,27,71,1000,1.0,0.069,1.07,1070.0
0.7,9,67,1000,1.41,-0.0,1.4,1400.0
0.87,50,32,1000,1.5,0.093,1.59,1590.0
0.15,40,64,1000,0.89,0.042,0.93,930.0
0.06,14,87,1000,0.84,-0.008,0.83,830.0
0.64,46,40,1000,1.31,0.059,1.37,1370.0
0.08,6,47,1000,0.9,0.06,0.96,960.0
0.38,55,56,1000,1.08,-0.047,1.04,1040.0
0.34,3,80,1000,1.19,-0.055,1.13,1130.0
0.96,49,57,1000,1.58,0.047,1.62,1620.0
0.16,2,15,1000,1.09,0.1,1.19,1190.0
0.64,33,89,1000,1.31,0.009,1.32,1320.0
0.31,24,18,1000,1.04,0.101,1.14,1140.0
0.93,50,54,1000,1.55,-0.064,1.49,1490.0
0.19,54,32,1000,0.92,0.049,0.97,970.0
0.26,12,75,1000,1.02,0.099,1.12,1120.0
0.83,50,22,1000,1.47,0.102,1.57,1570.0
0.87,56,26,1000,1.5,-0.035,1.46,1460.0
0.26,55,9,1000,0.98,-0.048,0.93,930.0
0.84,45,57,1000,1.48,0.084,1.56,1560.0
0.33,9,3,1000,1.09,-0.071,1.02,1020.0
0.32,17,73,1000,1.06,0.053,1.11,1110.0
0.61,33,12,1000,1.29,-0.074,1.21,1210.0
0.09,35,52,1000,0.84,-0.0,0.84,840.0
0.06,34,43,1000,0.82,0.105,0.92,920.0
0.58,15,3,1000,1.28,0.085,1.37,1370.0
0.28,47,52,1000,1.0,-0.051,0.95,950.0
0.75,58,13,1000,1.4,0.12,1.52,1520.0
0.36,51,62,1000,1.07,0.015,1.08,1080.0
0.09,40,27,1000,0.84,0.087,0.93,930.0
0.29,3,37,1000,1.15,-0.047,1.1,1100.0
0.14,41,71,1000,0.88,0.089,0.97,970.0
0.47,56,38,1000,1.16,0.036,1.2,1200.0
0.76,44,62,1000,1.41,-0.069,1.34,1340.0
0.72,25,36,1000,1.39,0.061,1.45,1450.0
0.76,5,10,1000,1.5,0.054,1.55,1550.0
0.18,42,11,1000,0.92,0.049,0.97,970.0
0.65,55,46,1000,1.31,0.005,1.32,1320.0
0.72,19,69,1000,1.39,0.084,1.48,1480.0
0.79,14,14,1000,1.46,-0.033,1.43,1430.0
0.42,5,11,1000,1.21,-0.063,1.14,1140.0
0.44,16,27,1000,1.16,0.076,1.24,1240.0
0.77,18,65,1000,1.44,0.017,1.45,1450.0
0.93,13,2,1000,1.58,0.006,1.59,1590.0
0.45,20,85,1000,1.16,0.006,1.17,1170.0
0.78,8,90,1000,1.48,0.039,1.52,1520.0
0.88,48,75,1000,1.51,0.034,1.54,1540.0
0.26,31,82,1000,0.99,0.081,1.07,1070.0
0.83,1,31,1000,1.76,0.118,1.87,1870.0
0.17,13,49,1000,0.94,-0.05,0.89,890.0
0.7,19,55,1000,1.38,0.001,1.38,1380.0
0.44,13,65,1000,1.17,-0.032,1.13,1130.0
0.98,56,14,1000,1.59,0.104,1.7,1700.0
0.15,16,59,1000,0.91,-0.036,0.88,880.0
0.79,28,47,1000,1.44,0.051,1.49,1490.0
0.76,52,20,1000,1.41,-0.064,1.34,1340.0
0.91,9,85,1000,1.58,0.085,1.67,1670.0
0.59,2,72,1000,1.45,0.078,1.53,1530.0
0.45,46,13,1000,1.15,0.113,1.26,1260.0
0.97,35,10,1000,1.59,-0.04,1.55,1550.0
0.38,36,48,1000,1.09,-0.033,1.06,1060.0
0.17,29,28,1000,0.91,0.095,1.01,1010.0
0.95,39,13,1000,1.57,0.075,1.65,1650.0
0.6,1,25,1000,1.56,0.09,1.65,1650.0
0.43,6,8,1000,1.2,-0.036,1.17,1170.0
0.34,45,35,1000,1.05,0.037,1.09,1090.0
0.46,5,5,1000,1.24,0.087,1.33,1330.0
0.73,35,47,1000,1.39,0.105,1.49,1490.0
0.18,47,73,1000,0.92,-0.041,0.87,870.0
0.6,25,75,1000,1.28,0.051,1.33,1330.0
0.98,5,15,1000,1.68,0.014,1.7,1700.0
0.95,52,78,1000,1.57,0.086,1.65,1650.0
0.82,7,64,1000,1.52,0.024,1.55,1550.0
0.37,58,62,1000,1.07,-0.025,1.05,1050.0
0.71,53,55,1000,1.36,-0.049,1.32,1320.0
0.83,5,66,1000,1.56,0.001,1.56,1560.0
0.27,8,14,1000,1.05,0.107,1.15,1150.0
0.23,38,31,1000,0.96,0.03,0.99,990.0
0.45,0,53,1000,1.73,-0.065,1.67,1670.0
0.42,17,20,1000,1.14,0.119,1.26,1260.0
0.93,38,57,1000,1.56,-0.007,1.55,1550.0
0.63,49,74,1000,1.3,0.047,1.34,1340.0
0.92,54,88,1000,1.54,0.087,1.63,1630.0
0.58,4,57,1000,1.36,-0.032,1.33,1330.0
0.14,32,31,1000,0.89,-0.054,0.83,830.0
0.39,27,53,1000,1.1,0.049,1.15,1150.0
0.64,12,1,1000,1.34,-0.018,1.32,1320.0
0.1,52,42,1000,0.85,0.119,0.97,970.0
0.74,31,13,1000,1.4,0.025,1.42,1420.0
0.38,28,47,1000,1.09,0.066,1.16,1160.0
0.97,58,62,1000,1.58,-0.051,1.53,1530.0
0.95,47,2,1000,1.57,-0.004,1.57,1570.0
0.84,11,22,1000,1.51,-0.062,1.45,1450.0
0.08,22,58,1000,0.84,0.023,0.87,870.0
0.18,41,87,1000,0.92,-0.029,0.89,890.0
0.44,42,54,1000,1.14,0.095,1.23,1230.0
0.5,46,59,1000,1.19,0.061,1.25,1250.0
0.31,60,17,1000,1.02,-0.034,0.99,990.0
0.97,59,52,1000,1.58,-0.011,1.57,1570.0
0.37,51,21,1000,1.08,-0.029,1.05,1050.0
0.32,16,81,1000,1.06,0.038,1.1,1100.0
0.66,33,52,1000,1.33,-0.072,1.26,1260.0
0.51,43,15,1000,1.2,-0.016,1.18,1180.0
0.07,52,88,1000,0.82,-0.024,0.8,800.0
0.54,22,71,1000,1.24,0.049,1.28,1280.0
0.15,20,41,1000,0.91,-0.061,0.84,840.0
0.3,16,56,1000,1.04,0.068,1.11,1110.0
0.08,29,11,1000,0.84,0.026,0.86,860.0
0.95,38,76,1000,1.57,-0.019,1.55,1550.0
0.73,46,65,1000,1.38,0.005,1.39,1390.0
0.53,23,62,1000,1.23,0.034,1.26,1260.0
0.08,3,36,1000,0.97,0.061,1.03,1030.0
0.77,58,84,1000,1.41,-0.075,1.34,1340.0
0.1,49,21,1000,0.85,-0.054,0.79,790.0
0.43,1,25,1000,1.42,0.044,1.46,1460.0
0.74,0,15,1000,1.98,-0.01,1.97,1970.0
0.27,35,17,1000,1.0,-0.043,0.95,950.0
0.66,53,17,1000,1.32,0.049,1.37,1370.0
0.59,50,28,1000,1.26,0.044,1.31,1310.0
0.81,33,41,1000,1.46,0.003,1.46,1460.0
0.36,8,29,1000,1.12,-0.051,1.07,1070.0
0.47,51,12,1000,1.16,0.004,1.17,1170.0
0.57,22,74,1000,1.26,-0.063,1.2,1200.0
0.53,49,64,1000,1.21,0.036,1.25,1250.0
0.06,36,3,1000,0.82,-0.015,0.8,800.0
0.59,21,14,1000,1.28,0.035,1.31,1310.0
0.56,19,30,1000,1.26,0.011,1.27,1270.0
0.16,47,73,1000,0.9,-0.051,0.85,850.0
0.27,12,53,1000,1.03,-0.06,0.97,970.0
0.59,30,90,1000,1.27,0.058,1.33,1330.0
0.17,38,44,1000,0.91,0.05,0.96,960.0
0.34,24,45,1000,1.06,-0.035,1.03,1030.0
0.49,43,65,1000,1.18,0.111,1.29,1290.0
0.9,54,80,1000,1.53,-0.004,1.52,1520.0
0.9,36,61,1000,1.53,-0.012,1.52,1520.0
0.44,13,84,1000,1.17,0.113,1.28,1280.0
0.79,27,30,1000,1.44,-0.022,1.42,1420.0
0.83,50,40,1000,1.47,0.085,1.55,1550.0
0.76,45,59,1000,1.41,-0.032,1.38,1380.0
0.59,49,42,1000,1.26,-0.054,1.21,1210.0
0.08,35,63,1000,0.83,0.094,0.93,930.0
0.95,54,6,1000,1.57,0.012,1.58,1580.0
0.44,58,3,1000,1.13,0.101,1.24,1240.0
0.82,7,73,1000,1.52,0.068,1.59,1590.0
0.61,28,80,1000,1.29,0.08,1.37,1370.0
0.82,39,73,1000,1.46,0.115,1.58,1580.0
0.83,50,12,1000,1.47,0.001,1.47,1470.0
0.52,58,24,1000,1.2,-0.044,1.16,1160.0
0.5,21,37,1000,1.2,-0.05,1.15,1150.0
0.73,49,6,1000,1.38,-0.057,1.33,1330.0
0.52,6,13,1000,1.28,-0.072,1.21,1210.0
0.55,18,35,1000,1.25,0.109,1.36,1360.0
0.39,49,5,1000,1.09,0.056,1.15,1150.0
0.38,4,72,1000,1.19,-0.064,1.13,1130.0
0.58,60,33,1000,1.25,0.12,1.37,1370.0
0.18,32,12,1000,0.92,0.069,0.99,990.0
0.75,56,20,1000,1.4,0.1,1.5,1500.0
0.28,44,65,1000,1.0,-0.034,0.97,970.0
0.94,54,64,1000,1.56,-0.028,1.53,1530.0
0.49,0,19,1000,1.77,-0.026,1.74,1740.0
0.81,35,27,1000,1.46,-0.034,1.42,1420.0
0.77,4,82,1000,1.52,0.073,1.6,1600.0
0.74,36,31,1000,1.4,-0.057,1.34,1340.0
0.3,0,13,1000,1.6,0.054,1.66,1660.0
0.7,27,43,1000,1.37,-0.019,1.35,1350.0
0.35,54,34,1000,1.06,-0.069,0.99,990.0
0.44,34,35,1000,1.14,-0.021,1.12,1120.0
0.48,56,32,1000,1.17,0.089,1.26,1260.0
0.93,34,86,1000,1.56,0.011,1.57,1570.0
0.67,60,24,1000,1.33,-0.064,1.27,1270.0
0.86,50,68,1000,1.49,-0.006,1.49,1490.0
0.1,38,67,1000,0.85,0.117,0.97,970.0
0.6,53,11,1000,1.27,0.009,1.28,1280.0
0.24,42,61,1000,0.97,-0.011,0.96,960.0
0.85,12,45,1000,1.52,0.058,1.58,1580.0
0.86,34,44,1000,1.5,-0.056,1.44,1440.0
0.61,14,7,1000,1.31,-0.076,1.23,1230.0
0.84,49,86,1000,1.48,0.006,1.48,1480.0
0.69,57,86,1000,1.35,-0.068,1.28,1280.0
0.39,6,83,1000,1.17,-0.019,1.15,1150.0
0.73,39,22,1000,1.39,-0.049,1.34,1340.0
0.94,34,74,1000,1.57,0.048,1.61,1610.0
0.52,4,62,1000,1.31,-0.001,1.31,1310.0
0.73,16,21,1000,1.41,-0.047,1.36,1360.0
0.2,30,61,1000,0.94,0.073,1.01,1010.0
0.97,38,70,1000,1.59,0.072,1.66,1660.0
0.63,13,16,1000,1.33,-0.015,1.31,1310.0
0.62,0,88,1000,1.88,-0.064,1.81,1810.0
0.55,29,60,1000,1.24,0.115,1.35,1350.0
0.47,1,60,1000,1.45,0.049,1.5,1500.0
0.07,60,5,1000,0.82,0.027,0.85,850.0
0.75,52,3,1000,1.4,-0.022,1.38,1380.0
0.31,9,65,1000,1.07,-0.076,1.0,1000.0
0.85,19,13,1000,1.5,0.026,1.53,1530.0
0.74,55,46,1000,1.39,0.105,1.49,1490.0
0.08,34,27,1000,0.84,-0.053,0.78,780.0
0.23,52,11,1000,0.96,0.04,1.0,1000.0
0.8,20,15,1000,1.46,0.112,1.57,1570.0
0.35,35,79,1000,1.06,0.054,1.12,1120.0
0.08,42,28,1000,0.83,-0.033,0.8,800.0
0.82,36,40,1000,1.46,0.049,1.51,1510.0
0.59,41,41,1000,1.27,0.114,1.38,1380.0
0.61,50,85,1000,1.28,-0.037,1.24,1240.0
0.91,46,71,1000,1.54,-0.009,1.53,1530.0
0.39,19,9,1000,1.11,0.074,1.19,1190.0
0.77,18,13,1000,1.44,0.031,1.47,1470.0
0.45,1,41,1000,1.43,0.11,1.54,1540.0
0.25,41,20,1000,0.98,0.116,1.09,1090.0
0.64,5,18,1000,1.39,0.066,1.46,1460.0
0.92,60,72,1000,1.54,0.078,1.62,1620.0
0.62,24,7,1000,1.3,0.095,1.4,1400.0
0.65,0,14,1000,1.9,0.078,1.98,1980.0
0.41,55,38,1000,1.11,0.073,1.18,1180.0
0.62,24,11,1000,1.3,0.081,1.38,1380.0
0.91,59,84,1000,1.53,0.101,1.63,1630.0
0.29,26,33,1000,1.02,-0.034,0.98,980.0
0.75,38,72,1000,1.4,0.033,1.44,1440.0
0.48,57,84,1000,1.17,0.067,1.24,1240.0
0.79,52,59,1000,1.43,-0.038,1.39,1390.0
0.54,10,9,1000,1.26,-0.073,1.19,1190.0
0.51,14,28,1000,1.22,-0.042,1.18,1180.0
0.35,29,29,1000,1.07,0.084,1.15,1150.0
0.24,36,24,1000,0.97,0.087,1.06,1060.0
0.61,1,31,1000,1.57,-0.004,1.56,1560.0
0.72,42,76,1000,1.38,-0.041,1.34,1340.0
0.31,27,56,1000,1.03,0.106,1.14,1140.0
0.21,48,57,1000,0.94,0.047,0.99,990.0
0.19,35,34,1000,0.93,0.029,0.96,960.0
0.09,53,61,1000,0.84,-0.079,0.76,760.0
0.25,56,50,1000,0.97,0.109,1.08,1080.0
0.2,2,61,1000,1.12,-0.022,1.1,1100.0
0.36,2,54,1000,1.26,0.02,1.28,1280.0
0.06,1,36,1000,1.1,-0.008,1.09,1090.0
0.67,33,13,1000,1.34,-0.031,1.31,1310.0
0.6,47,18,1000,1.27,-0.069,1.2,1200.0
0.74,0,58,1000,1.98,0.075,2.05,2050.0
0.51,43,4,1000,1.2,-0.051,1.15,1150.0
0.67,44,84,1000,1.33,0.097,1.43,1430.0
0.68,40,49,1000,1.34,0.015,1.36,1360.0
0.18,17,2,1000,0.94,0.104,1.04,1040.0
0.27,8,41,1000,1.05,-0.067,0.98,980.0
0.41,44,24,1000,1.11,0.071,1.18,1180.0
0.98,53,53,1000,1.59,0.097,1.69,1690.0
0.57,39,89,1000,1.25,0.1,1.35,1350.0
0.74,48,50,1000,1.39,-0.047,1.34,1340.0
0.59,49,18,1000,1.26,-0.032,1.23,1230.0
0.84,7,46,1000,1.54,0.022,1.56,1560.0
0.38,7,18,1000,1.15,0.107,1.26,1260.0
0.19,37,89,1000,0.93,0.087,1.01,1010.0
0.99,6,66,1000,1.68,-0.035,1.64,1640.0
0.48,42,38,1000,1.17,-0.014,1.16,1160.0
0.67,38,70,1000,1.33,-0.055,1.28,1280.0
0.81,43,9,1000,1.45,0.105,1.56,1560.0
0.2,7,12,1000,0.99,0.047,1.04,1040.0
0.31,15,52,1000,1.05,0.078,1.13,1130.0
0.93,28,14,1000,1.56,0.057,1.62,1620.0
0.88,57,82,1000,1.51,-0.018,1.49,1490.0
0.71,56,26,1000,1.36,-0.051,1.31,1310.0
0.92,49,27,1000,1.54,0.101,1.65,1650.0
0.21,57,29,1000,0.94,-0.039,0.9,900.0
0.9,55,30,1000,1.53,-0.035,1.49,1490.0
0.55,0,50,1000,1.82,-0.065,1.75,1750.0
0.07,46,45,1000,0.82,-0.04,0.78,780.0
0.91,12,34,1000,1.57,0.008,1.58,1580.0
0.98,4,53,1000,1.7,0.042,1.74,1740.0
0.5,20,71,1000,1.2,0.041,1.24,1240.0
0.1,20,59,1000,0.86,0.091,0.95,950.0
0.05,26,81,1000,0.81,0.03,0.84,840.0
0.8,35,36,1000,1.45,0.031,1.48,1480.0
0.14,20,79,1000,0.9,0.001,0.9,900.0
0.16,47,10,1000,0.9,-0.02,0.88,880.0
0.28,18,47,1000,1.02,0.101,1.12,1120.0
0.68,48,49,1000,1.34,-0.013,1.33,1330.0
0.86,20,81,1000,1.51,0.118,1.63,1630.0
0.45,13,29,1000,1.18,0.09,1.27,1270.0
0.52,6,49,1000,1.28,0.017,1.29,1290.0
0.45,28,42,1000,1.15,-0.03,1.12,1120.0
0.17,20,27,1000,0.92,0.064,0.99,990.0
0.1,24,33,1000,0.86,0.111,0.97,970.0
0.4,53,66,1000,1.1,0.079,1.18,1180.0
0.38,17,42,1000,1.11,0.069,1.18,1180.0
0.09,52,58,1000,0.84,0.017,0.85,850.0
0.16,47,19,1000,0.9,-0.005,0.89,890.0
0.68,33,65,1000,1.35,0.016,1.36,1360.0
0.34,58,1,1000,1.05,0.01,1.06,1060.0
0.96,58,31,1000,1.58,0.047,1.62,1620.0
0.69,0,60,1000,1.94,0.077,2.01,2010.0
0.84,16,16,1000,1.5,0.056,1.55,1550.0
0.16,32,20,1000,0.9,-0.047,0.86,860.0
0.52,44,51,1000,1.21,0.081,1.29,1290.0
0.21,38,40,1000,0.94,-0.019,0.92,920.0
0.25,38,32,1000,0.98,0.111,1.09,1090.0
0.55,33,11,1000,1.24,0.063,1.3,1300.0
0.24,7,15,1000,1.03,0.041,1.07,1070.0
0.77,59,26,1000,1.41,0.069,1.48,1480.0
0.08,28,13,1000,0.84,0.095,0.93,930.0
0.76,59,22,1000,1.41,0.054,1.46,1460.0
0.82,36,18,1000,1.46,0.08,1.54,1540.0
0.62,20,75,1000,1.31,-0.018,1.29,1290.0
0.71,44,8,1000,1.37,-0.041,1.33,1330.0
0.95,24,10,1000,1.58,-0.044,1.54,1540.0
0.96,53,40,1000,1.58,0.078,1.65,1650.0
0.95,36,36,1000,1.57,0.009,1.58,1580.0
0.23,28,85,1000,0.97,0.078,1.04,1040.0
0.74,13,36,1000,1.42,0.096,1.52,1520.0
0.66,27,38,1000,1.33,0.084,1.42,1420.0
0.24,3,42,1000,1.1,0.067,1.17,1170.0
0.26,26,23,1000,0.99,0.095,1.09,1090.0
0.82,44,67,1000,1.46,0.087,1.55,1550.0
0.97,34,61,1000,1.59,0.026,1.62,1620.0
0.66,54,62,1000,1.32,0.109,1.43,1430.0
0.86,6,37,1000,1.57,-0.009,1.56,1560.0
0.97,22,6,1000,1.6,0.079,1.68,1680.0
0.95,51,86,1000,1.57,0.08,1.65,1650.0
0.49,14,39,1000,1.21,0.109,1.32,1320.0
0.38,22,23,1000,1.1,0.056,1.15,1150.0
0.97,43,1,1000,1.59,0.108,1.7,1700.0
0.72,16,53,1000,1.4,-0.011,1.39,1390.0
0.08,39,27,1000,0.83,0.094,0.93,930.0
0.68,13,34,1000,1.37,0.013,1.38,1380.0
0.5,21,60,1000,1.2,0.011,1.21,1210.0
0.13,33,23,1000,0.88,0.014,0.89,890.0
0.89,19,27,1000,1.54,-0.05,1.49,1490.0
0.59,28,21,1000,1.27,-0.072,1.2,1200.0
0.13,53,64,1000,0.87,0.036,0.91,910.0
0.85,49,22,1000,1.48,0.096,1.58,1580.0
0.21,34,3,1000,0.95,0.004,0.95,950.0
0.57,45,11,1000,1.25,0.056,1.3,1300.0
0.15,33,39,1000,0.9,0.026,0.92,920.0
0.46,39,55,1000,1.16,-0.034,1.12,1120.0
0.14,15,56,1000,0.91,0.117,1.02,1020.0
0.51,55,90,1000,1.19,0.045,1.24,1240.0
0.29,12,62,1000,1.04,-0.028,1.02,1020.0
0.79,18,34,1000,1.45,-0.026,1.43,1430.0
0.39,56,76,1000,1.09,0.038,1.13,1130.0
0.63,11,40,1000,1.34,0.088,1.42,1420.0
0.76,52,86,1000,1.41,0.066,1.47,1470.0
0.32,27,72,1000,1.04,-0.037,1.01,1010.0
0.72,11,43,1000,1.41,-0.033,1.38,1380.0
0.14,5,75,1000,0.97,0.02,0.99,990.0
0.92,36,8,1000,1.55,0.113,1.66,1660.0
0.34,17,60,1000,1.07,0.117,1.19,1190.0
0.57,2,59,1000,1.43,0.032,1.47,1470.0
0.94,46,22,1000,1.56,0.035,1.6,1600.0
0.82,53,66,1000,1.46,-0.008,1.45,1450.0
0.22,51,45,1000,0.95,-0.042,0.91,910.0
0.36,50,1,1000,1.07,0.109,1.18,1180.0
0.45,10,66,1000,1.19,-0.056,1.13,1130.0
0.08,46,74,1000,0.83,-0.003,0.83,830.0
0.72,27,72,1000,1.38,0.086,1.47,1470.0
0.25,51,43,1000,0.97,0.048,1.02,1020.0
0.07,5,15,1000,0.91,0.062,0.97,970.0
0.91,4,57,1000,1.64,0.101,1.74,1740.0
0.66,0,39,1000,1.91,0.021,1.93,1930.0
0.42,44,74,1000,1.12,0.097,1.22,1220.0
0.81,52,9,1000,1.45,0.033,1.48,1480.0
0.28,50,4,1000,1.0,0.023,1.02,1020.0
0.23,43,11,1000,0.96,-0.066,0.89,890.0
0.19,12,45,1000,0.96,-0.052,0.91,910.0
0.39,6,29,1000,1.17,0.105,1.27,1270.0
0.4,35,40,1000,1.11,-0.031,1.08,1080.0
0.4,38,54,1000,1.11,0.049,1.15,1150.0
0.75,49,63,1000,1.4,-0.048,1.35,1350.0
0.93,41,50,1000,1.55,-0.016,1.54,1540.0
0.18,2,10,1000,1.1,0.102,1.21,1210.0
0.66,27,1,1000,1.33,0.068,1.4,1400.0
0.25,60,90,1000,0.97,0.051,1.02,1020.0
0.53,33,24,1000,1.22,0.094,1.31,1310.0
0.83,0,43,1000,2.06,0.048,2.1,2100.0
0.19,52,83,1000,0.92,0.077,1.0,1000.0
0.35,26,20,1000,1.07,0.092,1.16,1160.0
0.56,48,54,1000,1.24,-0.009,1.23,1230.0
0.5,32,32,1000,1.19,0.066,1.26,1260.0
0.5,8,76,1000,1.24,0.119,1.36,1360.0
0.55,6,45,1000,1.3,-0.022,1.28,1280.0
0.36,5,31,1000,1.16,0.027,1.18,1180.0
0.74,24,70,1000,1.4,-0.002,1.4,1400.0
0.89,49,27,1000,1.52,0.014,1.53,1530.0
0.2,25,10,1000,0.94,-0.054,0.89,890.0
0.05,49,72,1000,0.8,0.094,0.9,900.0
0.7,55,38,1000,1.36,0.118,1.47,1470.0
0.26,54,70,1000,0.98,-0.01,0.97,970.0
0.93,20,83,1000,1.57,-0.017,1.55,1550.0
0.16,7,21,1000,0.96,0.051,1.01,1010.0
0.06,26,1,1000,0.82,0.107,0.93,930.0
0.12,32,47,1000,0.87,0.037,0.91,910.0
0.8,28,80,1000,1.45,-0.023,1.43,1430.0
0.09,11,87,1000,0.88,0.071,0.95,950.0
0.25,15,73,1000,1.0,0.083,1.08,1080.0
0.55,49,86,1000,1.23,0.106,1.34,1340.0
0.44,59,75,1000,1.13,0.099,1.23,1230.0
0.28,9,57,1000,1.05,0.083,1.13,1130.0
0.23,1,86,1000,1.25,0.021,1.27,1270.0
0.91,46,63,1000,1.54,0.024,1.56,1560.0
0.97,47,19,1000,1.59,0.045,1.63,1630.0
0.3,10,43,1000,1.06,0.018,1.08,1080.0
0.15,22,54,1000,0.9,-0.022,0.88,880.0
0.32,38,13,1000,1.04,0.084,1.12,1120.0
0.11,42,83,1000,0.86,0.0,0.86,860.0
0.92,38,73,1000,1.55,0.062,1.61,1610.0
0.85,10,35,1000,1.53,0.076,1.6,1600.0
0.16,16,2,1000,0.92,0.115,1.04,1040.0
0.31,4,13,1000,1.13,-0.043,1.09,1090.0
